[5-2: Random Items]
24|||form of the dragon II|2275|gp|
26|||giant form I|2275|gp|
28|||grasping hand|2275|gp|
31|||hold person, mass|2275|gp|
33|||insanity|2275|gp|
36|||invisibility, mass|2275|gp|
38|||mage's magnificent mansion|2275|gp|
40|||mage's sword|2275|gp|
42|||phase door|2275|gp|
45|||plane shift|2275|gp|
47|||plant shape III|2275|gp|
51|||polymorph, greater|2275|gp|
53|||power word blind|2275|gp|
56|||prismatic spray|2275|gp|
58|||reverse gravity|2275|gp|
61|||scrying, greater|2275|gp|
63|||sequester|2275|gp|
66|||shadow conjuration, greater|2275|gp|
69|||spell turning|2275|gp|
71|||statue|2275|gp|
74|||summon monster VII|2275|gp|
76|||teleport object|2275|gp|
80|||teleport, greater|2275|gp|
83|||waves of exhaustion|2275|gp|
85|||project image|2280|gp|
87|||vision|2525|gp|
90|||forcecage|2775|gp|
92|||instant summons|3275|gp|
94|||limited wish|3775|gp|
96|||symbol of stunning|7775|gp|
98|||symbol of weakness|7775|gp|
100|||simulacrum|8775|gp|

[5-35: 8th-Level Arcane Spells]
02|||antipathy|3000|gp|
05|||charm monster, mass|3000|gp|
07|||clenched fist|3000|gp|
09|||clone|3000|gp|
12|||demand|3000|gp|
16|||dimensional lock|3000|gp|
19|||discern location|3000|gp|
21|||form of the dragon III|3000|gp|
23|||giant form II|3000|gp|
26|||horrid wilting|3000|gp|
28|||incendiary cloud|3000|gp|
30|||iron body|3000|gp|
33|||irresistable dance|3000|gp|
37|||maze|3000|gp|
40|||mind blank|3000|gp|
42|||moment of prescience|3000|gp|
45|||planar binding, greater|3000|gp|
48|||polar ray|3000|gp|
52|||polymorph any object|3000|gp|
55|||power word stun|3000|gp|
58|||prismatic wall|3000|gp|
61|||prying eyes, greater|3000|gp|
64|||scintillating pattern|3000|gp|
66|||screen|3000|gp|
68|||shadow evocation, greater|3000|gp|
70|||shout, greater|3000|gp|
73|||summon monster VIII|3000|gp|
75|||sunburst|3000|gp|
79|||telekinetic sphere|3000|gp|
81|||create greater undead|3150|gp|
84|||protection from spells|3500|gp|
86|||sympathy|4500|gp|
89|||symbol of death|8000|gp|
91|||symbol of insanity|8000|gp|
95|||temporal stasis|8000|gp|
97|||binding (chaining)|13000|gp|
100|||trap the soul|23000|gp|

[5-36: 9th-Level Arcane Spells]
2|||crushing hand|3825|gp|
7|||dominate monster|3825|gp|
12|||energy drain|3825|gp|
16|||etherealness|3825|gp|
19|||foresight|3825|gp|
25|||freedom|3825|gp|
30|||gate|3825|gp|
33|||hold monster, mass|3825|gp|
37|||imprisonment|3825|gp|
43|||mage's disjunction|3825|gp|
51|||meteor swarm|3825|gp|
55|||power word kill|3825|gp|
58|||prismatic sphere|3825|gp|
61|||shades|3825|gp|
65|||shapechange|3825|gp|
67|||soul bind (requires gem)|3825|gp|
72|||summon monster IX|3825|gp|
78|||time stop|3825|gp|
81|||wail of the banshee|3825|gp|
85|||weird|3825|gp|
87|||refuge|4325|gp|
90|||astral projection|4825|gp|
94|||teleportation circle (up to 20 HD)|4825|gp|
100|||wish (additional cost)|28825|gp|

[5-25: Number of Spells on Scroll: Divine]
80|||scroll, divine ({1})|0,1,0||5-26: Scroll Level: Divine
95|||scroll, divine ({1}, {2})|0,2,0||5-26: Scroll Level: Divine
100|||scroll, divine ({1}, {2}, {3})|0,3,0||5-26: Scroll Level: Divine

[5-26: Scroll Level: Divine]
5|||{0} (0/1st)|||5-37: 0-Level Divine Spells
50|||{0} (1st 1st)|||5-38: 1st-Level Divine Spells
95|5||{0} (2nd 3rd)|||5-39: 2nd-Level Divine Spells
100|65||{0} (3rd 5th)|||5-40: 3rd-Level Divine Spells
|95|5|{0} (4th 7th)|||5-41: 4th-Level Divine Spells
|100|50|{0} (5th 9th)|||5-42: 5th-Level Divine Spells
||70|{0} (6th 11th)|||5-43: 6th-Level Divine Spells
||85|{0} (7th 13th)|||5-44: 7th-Level Divine Spells
||95|{0} (8th 15th)|||5-45: 8th-Level Divine Spells
||100|{0} (9th 17th)|||5-46: 9th-Level Divine Spells

[5-37: 0-Level Divine Spells]
05|||bleed|13|gp|
13|||create water|13|gp|
23|||detect magic|13|gp|
32|||detect poison|13|gp|
37|||flare|13|gp|
44|||guidance|13|gp|
49|||know direction|13|gp|
58|||light|13|gp|
63|||mending|13|gp|
71|||purify food and drink|13|gp|
81|||read magic|13|gp|
86|||resistance|13|gp|
94|||stabilize|13|gp|
100|||virtue|13|gp|

[5-38: 1st-Level Divine Spells]
02|||bane|25|gp|
05|||bless|25|gp|
06|||calm animals|25|gp|
10|||cause fear|25|gp|
12|||charm animal|25|gp|
15|||command|25|gp|
18|||comprehend languages|25|gp|
23|||cure light wounds|25|gp|
25|||deathwatch|25|gp|
26|||detect animals or plants|25|gp|
28|||detect chaos|25|gp|
30|||detect evil|25|gp|
32|||detect good|25|gp|
34|||detect law|25|gp|
36|||detect snares and pits|25|gp|
38|||detect undead|25|gp|
40|||divine favor|25|gp|
43|||doom|25|gp|
45|||endure elements|25|gp|
48|||entangle|25|gp|
50|||entropic shield|25|gp|
52|||faerie fire|25|gp|
53|||goodberry|25|gp|
54|||hide from animals|25|gp|
56|||hide from undead|25|gp|
58|||inflict light wounds|25|gp|
60|||jump|25|gp|
62|||longstrider|25|gp|
65|||magic fang|25|gp|
67|||magic stone|25|gp|
70|||obscuring mist|25|gp|
72|||pass without trace|25|gp|
75|||produce flame|25|gp|
77|||protection from chaos|25|gp|
79|||protection from evil|25|gp|
81|||protection from good|25|gp|
83|||protection from law|25|gp|
85|||remove fear|25|gp|
87|||sanctuary|25|gp|
90|||shield of faith|25|gp|
91|||shillelagh|25|gp|
93|||speak with animals|25|gp|
95|||summon monster I|25|gp|
97|||summon nature's ally I|25|gp|
99|||bless water|50|gp|
100|||curse water|50|gp|

[5-39: 2nd-Level Divine Spells]
02|||aid|150|gp|
05|||align weapon|150|gp|
08|||animal messenger|150|gp|
09|||animal trance|150|gp|
13|||barkskin|150|gp|
14|||bear's endurance|150|gp|
15|||bull's strength|150|gp|
17|||calm emotions|150|gp|
18|||cat's grace|150|gp|
21|||chill metal|150|gp|
26|||cure moderate wounds|150|gp|
28|||darkness|150|gp|
30|||death knell|150|gp|
33|||delay poison|150|gp|
35|||eagle's splendor|150|gp|
37|||enthrall|150|gp|
40|||find traps|150|gp|
42|||flame blade|150|gp|
44|||flaming sphere|150|gp|
46|||fog cloud|150|gp|
47|||gentle repose|150|gp|
49|||gust of wind|150|gp|
50|||heat metal|150|gp|
52|||hold animal|150|gp|
54|||hold person|150|gp|
57|||inflict moderate wounds|150|gp|
58|||make whole|150|gp|
60|||owl's wisdom|150|gp|
61|||reduce animal|150|gp|
63|||remove paralysis|150|gp|
65|||resist energy|150|gp|
68|||restoration, lesser|150|gp|
69|||shatter|150|gp|
71|||shield other|150|gp|
74|||silence|150|gp|
75|||soften earth and stone|150|gp|
76|||sound burst|150|gp|
77|||spider climb|150|gp|
79|||spiritual weapon|150|gp|
80|||status|150|gp|
82|||summon monster II|150|gp|
84|||summon nature's ally II|150|gp|
86|||summon swarm|150|gp|
87|||tree shape|150|gp|
88|||undetectable alignment|150|gp|
89|||warp wood|150|gp|
90|||wood shape|150|gp|
93|||zone of truth|150|gp|
94|||augury|175|gp|
96|||consecrate|175|gp|
98|||desecrate|175|gp|
100|||fire trap|175|gp|

[5-40: 3rd-Level Divine Spells]
02|||bestow curse|375|gp|
04|||blindness/deafness|375|gp|
06|||call lightning|375|gp|
08|||contagion|375|gp|
10|||create food and water|375|gp|
14|||cure serious wounds|375|gp|
16|||daylight|375|gp|
18|||deeper darkness|375|gp|
19|||diminish plants|375|gp|
23|||dispel magic|375|gp|
24|||dominate animal|375|gp|
25|||helping hand|375|gp|
28|||inflict serious wounds|375|gp|
31|||invisibility purge|375|gp|
33|||locate object|375|gp|
35|||magic circle against chaos|375|gp|
37|||magic circle against evil|375|gp|
39|||magic circle against law|375|gp|
41|||magic fang, greater|375|gp|
44|||magic vestment|375|gp|
45|||meld into stone|375|gp|
47|||obscure object|375|gp|
49|||plant growth|375|gp|
51|||poison|375|gp|
54|||prayer|375|gp|
58|||protection from energy|375|gp|
59|||quench|375|gp|
62|||remove blindness/deafness|375|gp|
65|||remove curse|375|gp|
68|||remove disease|375|gp|
70|||searing light|375|gp|
72|||sleet storm|375|gp|
74|||snare|375|gp|
77|||speak with dead|375|gp|
79|||speak with plants|375|gp|
81|||spike growth|375|gp|
83|||stone shape|375|gp|
85|||summon monster III|375|gp|
87|||summon nature's ally III|375|gp|
89|||water breathing|375|gp|
91|||water walk|375|gp|
93|||wind wall|375|gp|
95|||continual flame|425|gp|
97|||glyph of warding|575|gp|
100|||animate dead (up to 10|||HD)|625|gp|

[5-41: 4th-Level Divine Spells]
02|||air walk|700|gp|
04|||antiplant shell|700|gp|
06|||blight|700|gp|
08|||chaos hammer|700|gp|
10|||command plants|700|gp|
12|||control water|700|gp|
16|||cure critical wounds|700|gp|
19|||death ward|700|gp|
23|||dimensional anchor|700|gp|
26|||discern lies|700|gp|
30|||dismissal|700|gp|
33|||divine power|700|gp|
37|||flame strike|700|gp|
40|||freedom of movement|700|gp|
42|||giant vermin|700|gp|
45|||holy smite|700|gp|
47|||ice storm|700|gp|
49|||imbue with spell ability|700|gp|
52|||inflict critical wounds|700|gp|
56|||magic weapon, greater|700|gp|
58|||neutralize poison|700|gp|
60|||order's wrath|700|gp|
62|||poison|700|gp|
65|||reincarnate|700|gp|
67|||repel vermin|700|gp|
69|||rusting grasp|700|gp|
71|||scrying|700|gp|
73|||sending|700|gp|
77|||spell immunity|700|gp|
79|||spike stones|700|gp|
82|||summon monster IV|700|gp|
85|||summon nature's ally IV|700|gp|
88|||tongues|700|gp|
90|||unholy blight|700|gp|
92|||divination|725|gp|
96|||planar ally, lesser (addicional costs)|1225|gp|
100|||restoration|1700|gp|

[5-42: 5th-Level Divine Spells]
02|||animal growth|1125|gp|
04|||atonement|1125|gp|
07|||baleful polymorph|1125|gp|
11|||break enchantment|1125|gp|
15|||breath of life|1125|gp|
17|||call lightning storm|1125|gp|
19|||command, greater|1125|gp|
21|||commune with nature|1125|gp|
23|||control winds|1125|gp|
26|||cure light wounds, mass|1125|gp|
28|||death ward|1125|gp|
29|||dispel chaos|1125|gp|
30|||dispel evil|1125|gp|
31|||dispel good|1125|gp|
32|||dispel law|1125|gp|
35|||disrupting weapon|1125|gp|
37|||inflict light wounds, mass|1125|gp|
39|||insect plague|1125|gp|
41|||mark of justice|1125|gp|
44|||plane shift|1125|gp|
47|||righteous might|1125|gp|
50|||scrying|1125|gp|
53|||slay living|1125|gp|
56|||spell resistance|1125|gp|
59|||summon monster V|1125|gp|
61|||summon nature's ally V|1125|gp|
62|||transmute mud to rock|1125|gp|
63|||transmute rock to mud|1125|gp|
65|||tree stride|1125|gp|
67|||wall of fire|1125|gp|
69|||wall of thorns|1125|gp|
71|||wall of stone|1125|gp|
73|||stoneskin|1375|gp|
77|||true seeing|1375|gp|
80|||commune|1625|gp|
82|||hallow (no additional spell)|2125|gp|
85|||symbol of pain|2125|gp|
88|||symbol of sleep|2125|gp|
90|||unhallow1|2125|gp|
92|||awaken|3125|gp|
94|||hallow|6125|gp|
98|||raise dead|6125|gp|
100|||unhallow|6125|gp|

[5-43: 6th-Level Divine Spells]
02|||animate objects|1650|gp|
04|||antilife shell|1650|gp|
06|||banishment|1650|gp|
08|||bear's endurance, mass|1650|gp|
10|||blade barrier|1650|gp|
12|||bull's strength, mass|1650|gp|
14|||cat's grace, mass|1650|gp|
18|||cure moderate wounds, mass|1650|gp|
22|||dispel magic, greater|1650|gp|
25|||eagle's splendor, mass|1650|gp|
29|||find the path|1650|gp|
31|||fire seeds|1650|gp|
33|||geas/quest|1650|gp|
37|||harm|1650|gp|
42|||heal|1650|gp|
45|||heroes' feast|1650|gp|
48|||inflict moderate wounds, mass|1650|gp|
51|||ironwood|1650|gp|
54|||liveoak|1650|gp|
56|||move earth|1650|gp|
59|||owl's wisdom, mass|1650|gp|
61|||repel wood|1650|gp|
64|||spellstaff|1650|gp|
66|||stone tell|1650|gp|
69|||summon monster VI|1650|gp|
71|||summon nature's ally VI|1650|gp|
73|||transport via plants|1650|gp|
75|||wind walk|1650|gp|
77|||word of recall|1650|gp|
80|||create undead|1750|gp|
83|||glyph of warding, greater|2050|gp|
87|||undeath to death|2150|gp|
90|||symbol of fear|2650|gp|
94|||planar ally (need additional costs)|2900|gp|
97|||forbiddance (one 60ft cube)|4650|gp|
100|||symbol of persuasion|6650|gp|

[5-44: 7th-Level Divine Spells]
02|||animate plants|2275|gp|
07|||blasphemy|2275|gp|
09|||changestaff|2275|gp|
12|||control weather|2275|gp|
15|||creeping doom|2275|gp|
20|||cure serious wounds, mass|2275|gp|
24|||dictum|2275|gp|
29|||ethereal jaunt|2275|gp|
33|||fire storm|2275|gp|
38|||holy word|2275|gp|
41|||inflict serious wounds, mass|2275|gp|
46|||regenerate|2275|gp|
50|||repulsion|2275|gp|
54|||scrying, greater|2275|gp|
58|||summon monster VII|2275|gp|
61|||summon nature's ally VII|2275|gp|
65|||sunbeam|2275|gp|
67|||transmute metal to wood|2275|gp|
71|||word of chaos|2275|gp|
75|||destruction|2775|gp|
77|||refuge|3775|gp|
85|||restoration, greater|7275|gp|
88|||symbol of stunning|7275|gp|
91|||symbol of weakness|7275|gp|
100|||resurrection|12275|gp|

[5-45: 8th-Level Divine Spells]
03|||animal shapes|3000|gp|
09|||antimagic field|3000|gp|
14|||cloak of chaos|3000|gp|
17|||control plants|3000|gp|
22|||cure critical wounds, mass|3000|gp|
28|||dimensional lock|3000|gp|
30|||discern location|3000|gp|
34|||earthquake|3000|gp|
37|||finger of death|3000|gp|
42|||holy aura|3000|gp|
45|||inflict critical wounds, mass|3000|gp|
48|||repel metal or stone|3000|gp|
51|||reverse gravity|3000|gp|
53|||shield of law|3000|gp|
58|||spell immunity, greater|3000|gp|
61|||summon monster VIII|3000|gp|
64|||summon nature's ally VIII|3000|gp|
70|||sunburst|3000|gp|
75|||unholy aura|3000|gp|
78|||whirlwind|3000|gp|
85|||create greater undead|3150|gp|
92|||planar ally, greater (need additional costs)|5500|gp|
96|||symbol of death|8000|gp|
100|||symbol of insanity|8000|gp|

[5-46: 9th-Level Divine Spells]
03|||antipathy|3825|gp|
09|||elemental swarm|3825|gp|
14|||energy drain|3825|gp|
22|||etherealness|3825|gp|
25|||foresight|3825|gp|
35|||gate|3825|gp|
39|||heal, mass|3825|gp|
44|||implosion|3825|gp|
52|||miracle|3825|gp|
57|||shambler|3825|gp|
67|||shapechange|3825|gp|
70|||soul bind|3825|gp|
74|||storm of vengeance|3825|gp|
80|||summon monster IX|3825|gp|
87|||summon nature's ally IX|3825|gp|
90|||astral projection|4825|gp|
93|||sympathy|5325|gp|
100|||true resurrection|28825|gp|

[15-14: Rods]
|7||metamagic, enlarge, lesser|3000|gp|
|14||metamagic, extend, lesser|3000|gp|
|21||metamagic, silent, lesser|3000|gp|
|28||immovable|5000|gp|
|35||metamagic, empower, lesser|9000|gp|
|42||metal and mineral detection|10500|gp|
|53|4|cancellation|11000|gp|
|57|6|metamagic, enlarge|11000|gp|
|61|8|metamagic, extend|11000|gp|
|65|10|metamagic, silent|11000|gp|
|71|14|wonder|12000|gp|
|79|19|python|13000|gp|
|83||metamagic, maximize, lesser|14000|gp|
|89|21|flame extinguishing|15000|gp|
|97|25|viper|19000|gp|
||30|enemy detection|23500|gp|
||36|metamagic, enlarge, greater|24500|gp|
||42|metamagic, extend, greater|24500|gp|
||48|metamagic, silent, greater|24500|gp|
||53|splendor|25|000|gp|
||58|withering|25000|gp|
|99|64|metamagic, empower|32500|gp|
||69|thunder and lightning|33000|gp|
||100|73|metamagic, quicken, lesser|35000|gp|
||77|negation|37000|gp|
||80|absorption|50000|gp|
||84|flailing|50000|gp|
||86|metamagic, maximize|54000|gp|
||88|rulership|60000|gp|
||90|security|61000|gp|
||92|lordly might|70000|gp|
||94|metamagic, empower, greater|73000|gp|
||96|metamagic, quicken|75500|gp|
||98|alertness|85000|gp|
||99|metamagic, maximize, greater|121500|gp|
||100|metamagic, quicken, greater|170000|gp|

[15-18: Minor Wondrous Items]
1|||Feather token, anchor|50|gp|
2|||Universal solvent|50|gp|
3|||Elixir of love|150|gp|
4|||Unguent of timelessness|150|gp|
5|||Feather token, fan|200|gp|
6|||Dust of tracelessness|250|gp|
7|||Elixir of hiding|250|gp|
8|||Elixir of tumbling|250|gp|
9|||Elixir of swimming|250|gp|
10|||Elixir of vision|250|gp|
11|||Silversheen|250|gp|
12|||Feather token, bird|300|gp|
13|||Feather token, tree|400|gp|
14|||Feather token, swan boat|450|gp|
15|||Elixir of truth|500|gp|
16|||Feather token, whip|500|gp|
17|||Dust of dryness|850|gp|
18|||Hand of the mage|900|gp|
19|||Bracers of armor +1|1000|gp|
20|||Cloak of resistance +1|1000|gp|
21|||Pearl of power, 1st-level spell|1000|gp|
22|||Phylactery of faithfulness|1000|gp|
23|||Salve of slipperiness|1000|gp|
24|||Elixir of fire breath|1100|gp|
25|||Pipes of the sewers|1150|gp|
26|||Dust of illusion|1200|gp|
27|||Brooch of shielding|1500|gp|
28|||Necklace of fireballs type I|1650|gp|
29|||Dust of appearance|1800|gp|
30|||Hat of disguise|1800|gp|
31|||Pipes of sounding|1800|gp|
32|||Efficient quiver|1800|gp|
33|||Amulet of natural armor +1|2000|gp|
34|||Handy haversack|2000|gp|
35|||Horn of fog|2000|gp|
36|||Elemental gem|2250|gp|
37|||Robe of bones|2400|gp|
38|||Sovereign glue|2400|gp|
39|||Bag of holding type I|2500|gp|
40|||Boots of elvenkind|2500|gp|
41|||Boots of the winterlands|2500|gp|
42|||Candle of truth|2500|gp|
43|||Cloak of elvenkind|2500|gp|
44|||Eyes of the eagle|2500|gp|
45|||Goggles of minute seeing|2500|gp|
46|||Scarab, golembane|2500|gp|
47|||Necklace of fireballs type II|2700|gp|
48|||Stone of alarm|2700|gp|
49|||Bead of force|3000|gp|
50|||Chime of opening|3000|gp|
51|||Horseshoes of speed|3000|gp|
52|||Rope of climbing|3000|gp|
53|||Bag of tricks, gray|3400|gp|
54|||Dust of disappearance|3500|gp|
55|||Lens of detection|3500|gp|
56|||Vestment, druid's|3750|gp|
57|||Figurine of wondrous power, silver raven|3800|gp|
58|||Belt of giant strength +2|4000|gp|
59|||Belt of incredible dexterity +2|4000|gp|
60|||Belt of mighty constitution +2|4000|gp|
61|||Bracers of armor +2|4000|gp|
62|||Cloak of resistance +2|4000|gp|
63|||Gloves of arrow snaring|4000|gp|
64|||Headband of alluring charisma +2|4000|gp|
65|||Headband of inspired wisdom +2|4000|gp|
66|||Headband of vast intelligence +2|4000|gp|
67|||Ioun stone, clear spindle|4000|gp|
68|||Restorative ointment|4000|gp|
69|||Marvelous pigments|4000|gp|
70|||Pearl of power, 2nd-level spell|4000|gp|
71|||Stone salve|4000|gp|
72|||Necklace of fireballs type III|4350|gp|
73|||Circlet of persuasion|4500|gp|
74|||Slippers of spider climbing|4800|gp|
75|||Incense of meditation|4900|gp|
76|||Amulet of mighty fists +1|5000|gp|
77|||Bag of holding type II|5000|gp|
78|||Bracers of archery, lesser|5000|gp|
79|||Ioun stone, dusty rose prism|5000|gp|
80|||Helm of comprehend languages and read magic|5200|gp|
81|||Vest of escape|5200|gp|
82|||Eversmoking bottle|5400|gp|
83|||Sustaining spoon|5400|gp|
84|||Necklace of fireballs type IV|5400|gp|
85|||Boots of striding and springing|5500|gp|
86|||Wind fan|5500|gp|
87|||Necklace of fireballs type V|5850|gp|
88|||Horseshoes of a zephyr|6000|gp|
89|||Pipes of haunting|6000|gp|
90|||Gloves of swimming and climbing|6250|gp|
91|||Crown of blasting, minor|6480|gp|
92|||Horn of goodness/evil|6500|gp|
93|||Robe of useful items|7000|gp|
94|||Boat, folding|7200|gp|
95|||Cloak of the manta ray|7200|gp|
96|||Bottle of air|7250|gp|
97|||Bag of holding type III|7400|gp|
98|||Periapt of health|7400|gp|
99|||Boots of levitation|7500|gp|
100|||Harp of charming|7500|gp|

[15-19: Medium Wondrous Items]
1|||Amulet of natural armor +2|8000|gp|
2|||Golem manual, flesh|8000|gp|
3|||Hand of glory|8000|gp|
4|||Ioun stone, deep red sphere|8000|gp|
5|||Ioun stone, incandescent blue sphere|8000|gp|
6|||Ioun stone, pale blue rhomboid|8000|gp|
7|||Ioun stone, pink and green sphere|8000|gp|
8|||Ioun stone, pink rhomboid|8000|gp|
9|||Ioun stone, scarlet and blue sphere|8000|gp|
10|||Deck of illusions|8100|gp|
11|||Necklace of fireballs type VI|8100|gp|
12|||Candle of invocation|8400|gp|
13|||Robe of blending|8400|gp|
14|||Bag of tricks, rust|8500|gp|
15|||Necklace of fireballs type VII|8700|gp|
16|||Bracers of armor +3|9000|gp|
17|||Cloak of resistance +3|9000|gp|
18|||Decanter of endless water|9000|gp|
19|||Necklace of adaptation|9000|gp|
20|||Pearl of power, 3rd-level spell|9000|gp|
21|||Figurine of wondrous power, serpentine owl|9100|gp|
22|||Strand of prayer beads, lesser|9600|gp|
23|||Bag of holding type IV|10000|gp|
24|||Belt of physical might +2|10000|gp|
25|||Figurine of wondrous power, bronze griffon|10000|gp|
26|||Figurine of wondrous power, ebony fly|10000|gp|
27|||Glove of storing|10000|gp|
28|||Headband of mental prowess +2|10000|gp|
29|||Ioun stone, dark blue rhomboid|10000|gp|
30|||Cape of the mountebank|10080|gp|
31|||Phylactery of negative channeling|11000|gp|
32|||Phylactery of positive channeling|11000|gp|
33|||Gauntlet of rust|11500|gp|
34|||Boots of speed|12000|gp|
35|||Goggles of night|12000|gp|
36|||Golem manual, clay|12000|gp|
37|||Medallion of thoughts|12000|gp|
38|||Blessed book|12500|gp|
39|||Gem of brightness|13000|gp|
40|||Lyre of building|13000|gp|
41|||Robe, Monk's|13000|gp|
42|||Cloak of arachnida|14000|gp|
43|||Belt of dwarvenkind|14900|gp|
44|||Periapt of wound closure|15000|gp|
45|||Pearl of the sirines|15300|gp|
46|||Figurine of wondrous power, onyx dog|15500|gp|
47|||Bag of tricks, tan|16000|gp|
48|||Belt of giant strength +4|16000|gp|
49|||Belt of incredible dexterity +4|16000|gp|
50|||Belt of mighty constitution +4|16000|gp|
51|||Belt of physical perfection +2|16000|gp|
52|||Boots, winged|16000|gp|
53|||Bracers of armor +4|16000|gp|
54|||Cloak of resistance +4|16000|gp|
55|||Headband of alluring charisma +4|16000|gp|
56|||Headband of inspired wisdom +4|16000|gp|
57|||Headband of mental superiority +2|16000|gp|
58|||Headband of vast intelligence +4|16000|gp|
59|||Pearl of power, 4th-level spell|16000|gp|
60|||Scabbard of keen edges|16000|gp|
61|||Figurine of wondrous power, golden lions|16500|gp|
62|||Chime of interruption|16800|gp|
63|||Broom of flying|17000|gp|
64|||Figurine of wondrous power, marble elephant|17000|gp|
65|||Amulet of natural armor +3|18000|gp|
66|||Ioun stone, iridescent spindle|18000|gp|
67|||Bracelet of friends|19000|gp|
68|||Amulet of mighty fists +2|20000|gp|
69|||Carpet of flying, 5 ft. by 5 ft.|20000|gp|
70|||Horn of blasting|20000|gp|
71|||Ioun stone, pale lavender ellipsoid|20000|gp|
72|||Ioun stone, pearly white spindle|20000|gp|
73|||Portable hole|20000|gp|
74|||Stone of good luck (luckstone)|20000|gp|
75|||Figurine of wondrous power, ivory goats|21000|gp|
76|||Rope of entanglement|21000|gp|
77|||Golem manual, stone|22000|gp|
78|||Mask of the skull|22000|gp|
79|||Mattock of the titans|23348|gp|
80|||Crown of blasting, major|23760|gp|
81|||Cloak of displacement, minor|24000|gp|
82|||Helm of underwater action|24000|gp|
83|||Bracers of archery, greater|25000|gp|
84|||Bracers of armor +5|25000|gp|
85|||Cloak of resistance +5|25000|gp|
86|||Eyes of doom|25000|gp|
87|||Pearl of power, 5th-level spell|25000|gp|
88|||Maul of the titans|25305|gp|
89|||Cloak of the bat|26000|gp|
90|||Iron bands of binding|26000|gp|
91|||Cube of frost resistance|27000|gp|
92|||Helm of telepathy|27000|gp|
93|||Periapt of proof against poison|27000|gp|
94|||Robe of scintillating colors|27000|gp|
95|||Manual of bodily health +1|27500|gp|
96|||Manual of gainful exercise +1|27500|gp|
97|||Manual of quickness in action +1|27500|gp|
98|||Tome of clear thought +1|27500|gp|
99|||Tome of leadership and influence +1|27500|gp|
100|||Tome of understanding +1|27500|gp|

[15-20: Major Wondrous Items]
1|||Dimensional shackles|28000|gp|
2|||Figurine of wondrous power, obsidian steed|28500|gp|
3|||Drums of panic|30000|gp|
4|||Ioun stone, orange prism|30000|gp|
5|||Ioun stone, pale green prism|30000|gp|
6|||Lantern of revealing|30000|gp|
7|||Amulet of natural armor +4|32000|gp|
8|||Amulet of proof against detection and location|35000|gp|
9|||Carpet of flying, 5 ft. by 10ft.|35000|gp|
10|||Golem manual, iron|35000|gp|
11|||Belt of giant strength +6|36000|gp|
12|||Belt of incredible dexterity +6|36000|gp|
13|||Belt of mighty constitution +6|36000|gp|
14|||Bracers of armor +6|36000|gp|
15|||Headband of alluring charisma +6|36000|gp|
16|||Headband of inspired wisdom +6|36000|gp|
17|||Headband of vast intelligence +6|36000|gp|
18|||Ioun stone, vibrant purple prism|36000|gp|
19|||Pearl of power, 6th-level spell|36000|gp|
20|||Scarab of protection|38000|gp|
21|||Belt of physical might +4|40000|gp|
22|||Headband of mental prowess +4|40000|gp|
23|||Ioun stone, lavender and green ellipsoid|40000|gp|
24|||Ring gates|40000|gp|
25|||Crystal ball|42000|gp|
26|||Golem manual, stone guardian|44000|gp|
27|||Amulet of mighty fists +3|45000|gp|
28|||Strand of prayer beads|45800|gp|
29|||Orb of storms|48000|gp|
30|||Boots of teleportation|49000|gp|
31|||Bracers of armor +7|49000|gp|
32|||Pearl of power, 7th-level spell|49000|gp|
33|||Amulet of natural armor +5|50000|gp|
34|||Cloak of displacement, major|50000|gp|
35|||Crystal ball with see invisibility|50000|gp|
36|||Horn of Valhalla|50000|gp|
37|||Crystal ball with detect thoughts|51000|gp|
38|||Wings of flying|54000|gp|
39|||Cloak of etherealness|55000|gp|
40|||Instant fortress|55000|gp|
41|||Manual of bodily health +2|55000|gp|
42|||Manual of gainful exercise +2|55000|gp|
43|||Manual of quickness in action +2|55000|gp|
44|||Tome of clear thought +2|55000|gp|
45|||Tome of leadership and influence +2|55000|gp|
46|||Tome of understanding +2|55000|gp|
47|||Eyes of charming|56000|gp|
48|||Robe of stars|58000|gp|
49|||Carpet of flying, 10 ft. by 10 ft.|60000|gp|
50|||Darkskull|60000|gp|
51|||Cube of force|62000|gp|
52|||Belt of physical perfection +4|64000|gp|
53|||Bracers of armor +8|64000|gp|
54|||Headband of mental superiority +4|64000|gp|
55|||Pearl of power, 8th-level spell|64000|gp|
56|||Crystal ball with telepathy|70000|gp|
57|||Horn of blasting, greater|70000|gp|
58|||Pearl of power, two spells|70000|gp|
59|||Helm of teleportation|73500|gp|
60|||Gem of seeing|75000|gp|
61|||Robe of the archmagi|75000|gp|
62|||Mantle of faith|76000|gp|
63|||Amulet of mighty fists +4|80000|gp|
64|||Crystal ball with true seeing|80000|gp|
65|||Pearl of power, 9th-level spell|81000|gp|
66|||Well of many worlds|82000|gp|
67|||Manual of bodily health +3|82500|gp|
68|||Manual of gainful exercise +3|82500|gp|
69|||Manual of quickness in action +3|82500|gp|
70|||Tome of clear thought +3|82500|gp|
71|||Tome of leadership and influence +3|82500|gp|
72|||Tome of understanding +3|82500|gp|
73|||Apparatus of the crab|90000|gp|
74|||Belt of physical might +6|90000|gp|
75|||Headband of mental prowess +6|90000|gp|
76|||Mantle of spell resistance|90000|gp|
77|||Mirror of opposition|92000|gp|
